NOMBRE BARRA,NIVEL TENSIÓN,AÑO,MES,DÍA,HORA,CMg USD,,CMg Promedio,33.2
C.DOMINADOR___220,220,2019,12,9,13,30.2,,,
C.DOMINADOR___220,220,2019,12,9,14,30.2,,,
C.DOMINADOR___220,220,2019,12,9,15,30.2,,,
C.DOMINADOR___220,220,2019,12,9,16,30.2,,,
C.DOMINADOR___220,220,2019,12,9,17,30.2,,,
C.DOMINADOR___220,220,2019,12,9,18,30.2,,,
C.DOMINADOR___220,220,2019,12,9,20,36.8,,,
C.DOMINADOR___220,220,2019,12,9,21,37.3,,,
C.DOMINADOR___220,220,2019,12,9,22,37.3,,,
C.DOMINADOR___220,220,2019,12,9,23,37.3,,,
C.DOMINADOR___220,220,2019,12,9,24,37.3,,,
C.DOMINADOR___220,220,2019,12,9,19,36.3,,,
C.DOMINADOR___220,220,2019,12,10,1,37.8,,,
C.DOMINADOR___220,220,2019,12,10,2,37.8,,,
C.DOMINADOR___220,220,2019,12,10,3,37.8,,,
C.DOMINADOR___220,220,2019,12,10,4,37.8,,,
C.DOMINADOR___220,220,2019,12,10,5,37.8,,,
C.DOMINADOR___220,220,2019,12,10,6,37.8,,,
C.DOMINADOR___220,220,2019,12,10,7,37.8,,,
C.DOMINADOR___220,220,2019,12,10,8,37.8,,,
C.DOMINADOR___220,220,2019,12,10,9,31.1,,,
C.DOMINADOR___220,220,2019,12,10,10,31.1,,,
C.DOMINADOR___220,220,2019,12,10,11,31.1,,,
C.DOMINADOR___220,220,2019,12,10,12,31.1,,,
C.DOMINADOR___220,220,2019,12,10,13,31.1,,,
C.DOMINADOR___220,220,2019,12,10,15,30.6,,,
C.DOMINADOR___220,220,2019,12,10,16,30.5,,,
C.DOMINADOR___220,220,2019,12,10,17,30.5,,,
C.DOMINADOR___220,220,2019,12,10,14,31.1,,,
C.DOMINADOR___220,220,2019,12,10,20,37.1,,,
C.DOMINADOR___220,220,2019,12,10,21,37.5,,,
C.DOMINADOR___220,220,2019,12,10,22,37.5,,,
C.DOMINADOR___220,220,2019,12,10,23,37.5,,,
C.DOMINADOR___220,220,2019,12,10,24,37.5,,,
C.DOMINADOR___220,220,2019,12,10,18,30.5,,,
C.DOMINADOR___220,220,2019,12,10,19,32.2,,,
C.DOMINADOR___220,220,2019,12,11,3,37.9,,,
C.DOMINADOR___220,220,2019,12,11,4,37.9,,,
C.DOMINADOR___220,220,2019,12,11,5,37.9,,,
C.DOMINADOR___220,220,2019,12,11,2,38.2,,,
C.DOMINADOR___220,220,2019,12,11,6,38.3,,,
C.DOMINADOR___220,220,2019,12,11,1,39,,,
C.DOMINADOR___220,220,2019,12,11,7,39,,,
C.DOMINADOR___220,220,2019,12,11,8,39,,,
C.DOMINADOR___220,220,2019,12,11,9,31.3,,,
C.DOMINADOR___220,220,2019,12,11,10,31.3,,,
C.DOMINADOR___220,220,2019,12,11,11,31.3,,,
C.DOMINADOR___220,220,2019,12,11,12,31.3,,,
C.DOMINADOR___220,220,2019,12,11,14,30.2,,,
C.DOMINADOR___220,220,2019,12,11,17,29.6,,,
C.DOMINADOR___220,220,2019,12,11,18,29.1,,,
C.DOMINADOR___220,220,2019,12,11,13,31.2,,,
C.DOMINADOR___220,220,2019,12,11,15,30.6,,,
C.DOMINADOR___220,220,2019,12,11,16,30.6,,,
C.DOMINADOR___220,220,2019,12,11,19,35.3,,,
C.DOMINADOR___220,220,2019,12,11,21,37.9,,,
C.DOMINADOR___220,220,2019,12,11,22,37.9,,,
C.DOMINADOR___220,220,2019,12,11,23,37.9,,,
C.DOMINADOR___220,220,2019,12,12,1,38.7,,,
C.DOMINADOR___220,220,2019,12,12,2,38.7,,,
C.DOMINADOR___220,220,2019,12,12,3,38.7,,,
C.DOMINADOR___220,220,2019,12,12,4,38.7,,,
C.DOMINADOR___220,220,2019,12,12,5,38.7,,,
C.DOMINADOR___220,220,2019,12,12,6,38.7,,,
C.DOMINADOR___220,220,2019,12,12,7,38.7,,,
C.DOMINADOR___220,220,2019,12,12,8,38.7,,,
C.DOMINADOR___220,220,2019,12,12,9,29.2,,,
C.DOMINADOR___220,220,2019,12,12,10,30.1,,,
C.DOMINADOR___220,220,2019,12,12,11,30.4,,,
C.DOMINADOR___220,220,2019,12,12,12,30.7,,,
C.DOMINADOR___220,220,2019,12,12,13,30.8,,,
C.DOMINADOR___220,220,2019,12,12,14,30.8,,,
C.DOMINADOR___220,220,2019,12,12,15,30.8,,,
C.DOMINADOR___220,220,2019,12,12,16,30.8,,,
C.DOMINADOR___220,220,2019,12,12,17,30.8,,,
C.DOMINADOR___220,220,2019,12,12,18,30.8,,,
C.DOMINADOR___220,220,2019,12,12,19,38.8,,,
C.DOMINADOR___220,220,2019,12,12,20,38.8,,,
C.DOMINADOR___220,220,2019,12,12,21,38.8,,,
C.DOMINADOR___220,220,2019,12,12,22,38.8,,,
C.DOMINADOR___220,220,2019,12,12,23,38.8,,,
C.DOMINADOR___220,220,2019,12,12,24,38.8,,,
C.DOMINADOR___220,220,2019,12,13,1,38.9,,,
C.DOMINADOR___220,220,2019,12,13,2,38.9,,,
C.DOMINADOR___220,220,2019,12,13,3,38.9,,,
C.DOMINADOR___220,220,2019,12,13,4,38.9,,,
C.DOMINADOR___220,220,2019,12,13,5,38.9,,,
C.DOMINADOR___220,220,2019,12,13,6,38.9,,,
C.DOMINADOR___220,220,2019,12,13,7,38.9,,,
C.DOMINADOR___220,220,2019,12,13,8,38.9,,,
C.DOMINADOR___220,220,2019,12,13,9,30.5,,,
C.DOMINADOR___220,220,2019,12,13,10,30.5,,,
C.DOMINADOR___220,220,2019,12,13,11,30.5,,,
C.DOMINADOR___220,220,2019,12,13,12,30.5,,,
C.DOMINADOR___220,220,2019,12,13,13,30.5,,,
C.DOMINADOR___220,220,2019,12,13,14,30.5,,,
C.DOMINADOR___220,220,2019,12,13,15,30.5,,,
C.DOMINADOR___220,220,2019,12,13,16,30.5,,,
C.DOMINADOR___220,220,2019,12,13,17,30.5,,,
C.DOMINADOR___220,220,2019,12,13,18,30.5,,,
C.DOMINADOR___220,220,2019,12,13,19,38.9,,,
C.DOMINADOR___220,220,2019,12,13,20,38.9,,,
C.DOMINADOR___220,220,2019,12,13,21,38.9,,,
C.DOMINADOR___220,220,2019,12,13,22,38.9,,,
C.DOMINADOR___220,220,2019,12,13,23,38.9,,,
C.DOMINADOR___220,220,2019,12,13,24,38.9,,,
C.DOMINADOR___220,220,2019,12,14,1,39.3,,,
C.DOMINADOR___220,220,2019,12,14,2,39.3,,,
C.DOMINADOR___220,220,2019,12,14,3,39.3,,,
C.DOMINADOR___220,220,2019,12,14,4,39.3,,,
C.DOMINADOR___220,220,2019,12,14,5,39.3,,,
C.DOMINADOR___220,220,2019,12,14,6,39.3,,,
C.DOMINADOR___220,220,2019,12,14,7,39.3,,,
C.DOMINADOR___220,220,2019,12,14,9,28.8,,,
C.DOMINADOR___220,220,2019,12,14,10,31.3,,,
C.DOMINADOR___220,220,2019,12,14,11,31.3,,,
C.DOMINADOR___220,220,2019,12,14,12,31.3,,,
C.DOMINADOR___220,220,2019,12,14,13,31.3,,,
C.DOMINADOR___220,220,2019,12,14,8,38,,,
C.DOMINADOR___220,220,2019,12,14,14,30.5,,,
C.DOMINADOR___220,220,2019,12,14,15,30.3,,,
C.DOMINADOR___220,220,2019,12,14,16,29.4,,,
C.DOMINADOR___220,220,2019,12,14,20,36.7,,,
C.DOMINADOR___220,220,2019,12,14,21,38.2,,,
C.DOMINADOR___220,220,2019,12,14,22,38.2,,,
C.DOMINADOR___220,220,2019,12,14,23,38.2,,,
C.DOMINADOR___220,220,2019,12,14,18,28.6,,,
C.DOMINADOR___220,220,2019,12,14,24,38.2,,,
C.DOMINADOR___220,220,2019,12,14,17,30,,,
C.DOMINADOR___220,220,2019,12,14,19,30.1,,,
C.DOMINADOR___220,220,2019,12,15,2,33.3,,,
C.DOMINADOR___220,220,2019,12,15,3,32.7,,,
C.DOMINADOR___220,220,2019,12,15,5,32.7,,,
C.DOMINADOR___220,220,2019,12,15,6,32.1,,,
C.DOMINADOR___220,220,2019,12,15,10,28.8,,,
C.DOMINADOR___220,220,2019,12,15,9,27.3,,,
C.DOMINADOR___220,220,2019,12,15,13,26,,,
C.DOMINADOR___220,220,2019,12,15,14,26.6,,,
C.DOMINADOR___220,220,2019,12,15,17,28.9,,,
C.DOMINADOR___220,220,2019,12,15,19,31.1,,,
C.DOMINADOR___220,220,2019,12,15,15,26.6,,,
C.DOMINADOR___220,220,2019,12,15,16,26.8,,,
C.DOMINADOR___220,220,2019,12,15,21,36.9,,,
C.DOMINADOR___220,220,2019,12,15,22,36.9,,,
C.DOMINADOR___220,220,2019,12,15,1,36.2,,,
C.DOMINADOR___220,220,2019,12,15,20,34.7,,,
C.DOMINADOR___220,220,2019,12,15,24,36.4,,,
C.DOMINADOR___220,220,2019,12,15,8,30.4,,,
C.DOMINADOR___220,220,2019,12,15,18,28.9,,,
C.DOMINADOR___220,220,2019,12,16,1,31.5,,,
C.DOMINADOR___220,220,2019,12,16,2,31.1,,,
C.DOMINADOR___220,220,2019,12,16,3,30.9,,,
C.DOMINADOR___220,220,2019,12,16,4,30.9,,,
C.DOMINADOR___220,220,2019,12,16,5,30.9,,,
C.DOMINADOR___220,220,2019,12,16,7,31.7,,,
C.DOMINADOR___220,220,2019,12,16,6,31,,,
C.DOMINADOR___220,220,2019,12,16,8,31.3,,,
C.DOMINADOR___220,220,2019,12,16,9,29.2,,,
C.DOMINADOR___220,220,2019,12,16,10,30,,,
C.DOMINADOR___220,220,2019,12,16,11,29.5,,,
C.DOMINADOR___220,220,2019,12,16,12,29.1,,,
C.DOMINADOR___220,220,2019,12,16,13,29.1,,,
C.DOMINADOR___220,220,2019,12,16,14,29.1,,,
C.DOMINADOR___220,220,2019,12,16,15,29.1,,,
C.DOMINADOR___220,220,2019,12,16,20,34.6,,,
C.DOMINADOR___220,220,2019,12,16,21,34.6,,,
C.DOMINADOR___220,220,2019,12,16,22,34.6,,,
C.DOMINADOR___220,220,2019,12,16,23,34.6,,,
C.DOMINADOR___220,220,2019,12,16,16,29.2,,,
C.DOMINADOR___220,220,2019,12,16,17,29.2,,,
C.DOMINADOR___220,220,2019,12,16,18,29.2,,,
C.DOMINADOR___220,220,2019,12,16,19,30.9,,,
C.DOMINADOR___220,220,2019,12,16,24,34.6,,,
C.DOMINADOR___220,220,2019,12,17,2,35.3,,,
C.DOMINADOR___220,220,2019,12,17,3,35.3,,,
C.DOMINADOR___220,220,2019,12,17,4,35.3,,,
C.DOMINADOR___220,220,2019,12,17,5,35.3,,,
C.DOMINADOR___220,220,2019,12,17,6,35.3,,,
C.DOMINADOR___220,220,2019,12,17,7,35.3,,,
C.DOMINADOR___220,220,2019,12,17,8,35.3,,,
C.DOMINADOR___220,220,2019,12,17,9,30.5,,,
C.DOMINADOR___220,220,2019,12,17,10,30.6,,,
C.DOMINADOR___220,220,2019,12,17,11,30.6,,,
C.DOMINADOR___220,220,2019,12,17,12,30.6,,,
C.DOMINADOR___220,220,2019,12,17,13,30.6,,,
C.DOMINADOR___220,220,2019,12,17,14,30.6,,,
C.DOMINADOR___220,220,2019,12,17,15,30.6,,,
C.DOMINADOR___220,220,2019,12,17,16,30.6,,,
C.DOMINADOR___220,220,2019,12,17,17,30.6,,,
C.DOMINADOR___220,220,2019,12,17,18,30.6,,,
C.DOMINADOR___220,220,2019,12,17,19,37.8,,,
C.DOMINADOR___220,220,2019,12,17,20,37.8,,,
C.DOMINADOR___220,220,2019,12,17,21,37.8,,,
C.DOMINADOR___220,220,2019,12,17,22,37.8,,,
C.DOMINADOR___220,220,2019,12,17,23,37.8,,,
C.DOMINADOR___220,220,2019,12,17,24,37.8,,,
C.DOMINADOR___220,220,2019,12,18,1,39,,,
C.DOMINADOR___220,220,2019,12,18,2,39,,,
C.DOMINADOR___220,220,2019,12,18,3,39,,,
C.DOMINADOR___220,220,2019,12,18,4,39,,,
C.DOMINADOR___220,220,2019,12,18,5,39,,,
C.DOMINADOR___220,220,2019,12,18,6,39,,,
C.DOMINADOR___220,220,2019,12,18,7,39,,,
C.DOMINADOR___220,220,2019,12,18,8,38.9,,,
C.DOMINADOR___220,220,2019,12,18,9,31,,,
C.DOMINADOR___220,220,2019,12,18,10,31,,,
C.DOMINADOR___220,220,2019,12,18,11,31,,,
C.DOMINADOR___220,220,2019,12,18,12,31,,,
C.DOMINADOR___220,220,2019,12,18,13,31,,,
C.DOMINADOR___220,220,2019,12,18,14,31,,,
C.DOMINADOR___220,220,2019,12,18,15,31,,,
C.DOMINADOR___220,220,2019,12,18,16,31,,,
C.DOMINADOR___220,220,2019,12,18,17,31,,,
C.DOMINADOR___220,220,2019,12,18,18,31,,,
C.DOMINADOR___220,220,2019,12,18,19,37.7,,,
C.DOMINADOR___220,220,2019,12,18,20,37.7,,,
C.DOMINADOR___220,220,2019,12,18,21,38.9,,,
C.DOMINADOR___220,220,2019,12,18,22,39.7,,,
C.DOMINADOR___220,220,2019,12,18,24,38.3,,,
C.DOMINADOR___220,220,2019,12,18,23,39.7,,,
C.DOMINADOR___220,220,2019,12,19,1,37.9,,,
C.DOMINADOR___220,220,2019,12,19,2,37.9,,,
C.DOMINADOR___220,220,2019,12,19,3,37.9,,,
C.DOMINADOR___220,220,2019,12,19,4,37.9,,,
C.DOMINADOR___220,220,2019,12,19,5,37.9,,,
C.DOMINADOR___220,220,2019,12,19,6,37.9,,,
C.DOMINADOR___220,220,2019,12,19,7,37.9,,,
C.DOMINADOR___220,220,2019,12,19,8,37.9,,,
C.DOMINADOR___220,220,2019,12,19,9,31.5,,,
C.DOMINADOR___220,220,2019,12,19,10,31.5,,,
C.DOMINADOR___220,220,2019,12,19,11,31.5,,,
C.DOMINADOR___220,220,2019,12,19,12,31.5,,,
C.DOMINADOR___220,220,2019,12,19,13,31.5,,,
C.DOMINADOR___220,220,2019,12,19,14,31.5,,,
C.DOMINADOR___220,220,2019,12,19,15,31.5,,,
C.DOMINADOR___220,220,2019,12,19,16,30.8,,,
C.DOMINADOR___220,220,2019,12,19,17,28.1,,,
C.DOMINADOR___220,220,2019,12,19,18,28.2,,,
C.DOMINADOR___220,220,2019,12,19,21,37.2,,,
C.DOMINADOR___220,220,2019,12,19,22,37.5,,,
C.DOMINADOR___220,220,2019,12,19,23,37.5,,,
C.DOMINADOR___220,220,2019,12,19,19,28.4,,,
C.DOMINADOR___220,220,2019,12,19,24,36.7,,,
C.DOMINADOR___220,220,2019,12,19,20,33.9,,,
C.DOMINADOR___220,220,2019,12,20,1,35.6,,,
C.DOMINADOR___220,220,2019,12,20,3,35.3,,,
C.DOMINADOR___220,220,2019,12,20,4,35.6,,,
C.DOMINADOR___220,220,2019,12,20,5,35.6,,,
C.DOMINADOR___220,220,2019,12,20,6,35.6,,,
C.DOMINADOR___220,220,2019,12,20,7,35.6,,,
C.DOMINADOR___220,220,2019,12,20,8,35.6,,,
C.DOMINADOR___220,220,2019,12,20,9,31.1,,,
C.DOMINADOR___220,220,2019,12,20,10,31.1,,,
C.DOMINADOR___220,220,2019,12,20,11,31.1,,,
C.DOMINADOR___220,220,2019,12,20,12,31.1,,,
C.DOMINADOR___220,220,2019,12,20,13,31.1,,,
C.DOMINADOR___220,220,2019,12,20,14,31.1,,,
C.DOMINADOR___220,220,2019,12,20,15,31.1,,,
C.DOMINADOR___220,220,2019,12,20,16,31.1,,,
C.DOMINADOR___220,220,2019,12,20,17,31.1,,,
C.DOMINADOR___220,220,2019,12,20,18,31.1,,,
C.DOMINADOR___220,220,2019,12,20,2,35.1,,,
C.DOMINADOR___220,220,2019,12,20,19,34.5,,,
C.DOMINADOR___220,220,2019,12,20,20,34.9,,,
C.DOMINADOR___220,220,2019,12,20,21,35.1,,,
C.DOMINADOR___220,220,2019,12,20,22,35.1,,,
C.DOMINADOR___220,220,2019,12,20,23,35.1,,,
C.DOMINADOR___220,220,2019,12,20,24,35.1,,,
C.DOMINADOR___220,220,2019,12,21,1,35.9,,,
C.DOMINADOR___220,220,2019,12,21,2,35.9,,,
C.DOMINADOR___220,220,2019,12,21,3,35.9,,,
C.DOMINADOR___220,220,2019,12,21,4,35.9,,,
C.DOMINADOR___220,220,2019,12,21,5,35.9,,,
C.DOMINADOR___220,220,2019,12,21,6,35.9,,,
C.DOMINADOR___220,220,2019,12,21,7,35.9,,,
C.DOMINADOR___220,220,2019,12,21,8,35.9,,,
C.DOMINADOR___220,220,2019,12,21,9,32.1,,,
C.DOMINADOR___220,220,2019,12,21,10,32.1,,,
C.DOMINADOR___220,220,2019,12,21,11,32.1,,,
C.DOMINADOR___220,220,2019,12,21,12,32.1,,,
C.DOMINADOR___220,220,2019,12,21,13,32.1,,,
C.DOMINADOR___220,220,2019,12,21,14,32.1,,,
C.DOMINADOR___220,220,2019,12,21,15,32.1,,,
C.DOMINADOR___220,220,2019,12,21,16,32.1,,,
C.DOMINADOR___220,220,2019,12,21,17,32.1,,,
C.DOMINADOR___220,220,2019,12,21,18,32.1,,,
C.DOMINADOR___220,220,2019,12,21,19,35.2,,,
C.DOMINADOR___220,220,2019,12,21,20,35.2,,,
C.DOMINADOR___220,220,2019,12,21,21,35.2,,,
C.DOMINADOR___220,220,2019,12,21,22,35.2,,,
C.DOMINADOR___220,220,2019,12,21,23,35.2,,,
C.DOMINADOR___220,220,2019,12,21,24,35.2,,,
C.DOMINADOR___220,220,2019,12,22,1,37.3,,,
C.DOMINADOR___220,220,2019,12,22,2,37.3,,,
C.DOMINADOR___220,220,2019,12,22,3,37.3,,,
C.DOMINADOR___220,220,2019,12,22,4,37.3,,,
C.DOMINADOR___220,220,2019,12,22,5,37.3,,,
C.DOMINADOR___220,220,2019,12,22,6,37.3,,,
C.DOMINADOR___220,220,2019,12,22,7,34.1,,,
C.DOMINADOR___220,220,2019,12,22,8,34,,,
C.DOMINADOR___220,220,2019,12,22,11,32,,,
C.DOMINADOR___220,220,2019,12,22,12,32,,,
C.DOMINADOR___220,220,2019,12,22,13,32,,,
C.DOMINADOR___220,220,2019,12,22,14,32,,,
C.DOMINADOR___220,220,2019,12,22,15,32,,,
C.DOMINADOR___220,220,2019,12,22,16,32,,,
C.DOMINADOR___220,220,2019,12,22,17,32,,,
C.DOMINADOR___220,220,2019,12,22,18,32,,,
C.DOMINADOR___220,220,2019,12,22,19,34.6,,,
C.DOMINADOR___220,220,2019,12,22,20,35.5,,,
C.DOMINADOR___220,220,2019,12,22,21,35.5,,,
C.DOMINADOR___220,220,2019,12,22,22,35.5,,,
C.DOMINADOR___220,220,2019,12,22,23,35.5,,,
C.DOMINADOR___220,220,2019,12,22,9,30.9,,,
C.DOMINADOR___220,220,2019,12,22,10,31.1,,,
C.DOMINADOR___220,220,2019,12,22,24,35.5,,,
C.DOMINADOR___220,220,2019,12,23,1,34.4,,,
C.DOMINADOR___220,220,2019,12,23,2,34.4,,,
C.DOMINADOR___220,220,2019,12,23,3,34.4,,,
C.DOMINADOR___220,220,2019,12,23,4,34.4,,,
C.DOMINADOR___220,220,2019,12,23,6,34.4,,,
C.DOMINADOR___220,220,2019,12,23,7,34.4,,,
C.DOMINADOR___220,220,2019,12,23,5,34.4,,,
C.DOMINADOR___220,220,2019,12,23,8,34.4,,,
C.DOMINADOR___220,220,2019,12,23,9,30.8,,,
C.DOMINADOR___220,220,2019,12,23,10,30.8,,,
C.DOMINADOR___220,220,2019,12,23,19,33.3,,,
C.DOMINADOR___220,220,2019,12,23,20,33.3,,,
C.DOMINADOR___220,220,2019,12,23,21,33.3,,,
C.DOMINADOR___220,220,2019,12,23,22,34,,,
C.DOMINADOR___220,220,2019,12,23,24,33.3,,,
C.DOMINADOR___220,220,2019,12,23,11,30.8,,,
C.DOMINADOR___220,220,2019,12,23,12,30.8,,,
C.DOMINADOR___220,220,2019,12,23,13,30.8,,,
C.DOMINADOR___220,220,2019,12,23,15,29.4,,,
C.DOMINADOR___220,220,2019,12,23,16,29.7,,,
C.DOMINADOR___220,220,2019,12,23,14,30.6,,,
C.DOMINADOR___220,220,2019,12,23,17,30.8,,,
C.DOMINADOR___220,220,2019,12,23,18,30.8,,,
C.DOMINADOR___220,220,2019,12,23,23,33.7,,,
C.DOMINADOR___220,220,2019,12,24,1,34.3,,,
C.DOMINADOR___220,220,2019,12,24,2,34.3,,,
C.DOMINADOR___220,220,2019,12,24,3,34.3,,,
C.DOMINADOR___220,220,2019,12,24,4,34.3,,,
C.DOMINADOR___220,220,2019,12,24,5,34.3,,,
C.DOMINADOR___220,220,2019,12,24,6,34.3,,,
C.DOMINADOR___220,220,2019,12,24,7,34.3,,,
C.DOMINADOR___220,220,2019,12,24,9,31.2,,,
C.DOMINADOR___220,220,2019,12,24,10,31.2,,,
C.DOMINADOR___220,220,2019,12,24,11,31.2,,,
C.DOMINADOR___220,220,2019,12,24,12,31,,,
C.DOMINADOR___220,220,2019,12,24,15,30.8,,,
C.DOMINADOR___220,220,2019,12,24,17,29.5,,,
C.DOMINADOR___220,220,2019,12,24,16,30.7,,,
C.DOMINADOR___220,220,2019,12,24,18,30.5,,,
C.DOMINADOR___220,220,2019,12,24,20,33.6,,,
C.DOMINADOR___220,220,2019,12,24,21,33.7,,,
C.DOMINADOR___220,220,2019,12,24,22,33.7,,,
C.DOMINADOR___220,220,2019,12,24,23,33.7,,,
C.DOMINADOR___220,220,2019,12,24,24,33.6,,,
C.DOMINADOR___220,220,2019,12,24,8,34.3,,,
C.DOMINADOR___220,220,2019,12,24,13,30.8,,,
C.DOMINADOR___220,220,2019,12,24,14,30.8,,,
C.DOMINADOR___220,220,2019,12,24,19,31,,,
C.DOMINADOR___220,220,2019,12,25,1,34.7,,,
C.DOMINADOR___220,220,2019,12,11,24,37.9,,,
C.DOMINADOR___220,220,2019,12,11,20,37.7,,,
C.DOMINADOR___220,220,2019,12,15,4,32.7,,,
C.DOMINADOR___220,220,2019,12,15,7,30.9,,,
C.DOMINADOR___220,220,2019,12,15,11,29.8,,,
C.DOMINADOR___220,220,2019,12,15,12,28.6,,,
C.DOMINADOR___220,220,2019,12,15,23,36.9,,,
C.DOMINADOR___220,220,2019,12,17,1,35.3,,,
C.DOMINADOR___220,220,2019,12,25,2,34.7,,,
C.DOMINADOR___220,220,2019,12,25,3,34.7,,,
C.DOMINADOR___220,220,2019,12,25,4,34,,,
C.DOMINADOR___220,220,2019,12,25,5,33.9,,,
C.DOMINADOR___220,220,2019,12,25,6,33.9,,,
C.DOMINADOR___220,220,2019,12,25,9,26.7,,,
C.DOMINADOR___220,220,2019,12,25,10,26.8,,,
C.DOMINADOR___220,220,2019,12,25,11,26.8,,,
C.DOMINADOR___220,220,2019,12,25,12,26.8,,,
C.DOMINADOR___220,220,2019,12,25,13,26.7,,,
C.DOMINADOR___220,220,2019,12,25,14,26.6,,,
C.DOMINADOR___220,220,2019,12,25,7,33.7,,,
C.DOMINADOR___220,220,2019,12,25,8,31.3,,,
C.DOMINADOR___220,220,2019,12,25,15,26.6,,,
C.DOMINADOR___220,220,2019,12,25,16,26.6,,,
C.DOMINADOR___220,220,2019,12,25,17,26.6,,,
C.DOMINADOR___220,220,2019,12,25,18,26.6,,,
C.DOMINADOR___220,220,2019,12,25,19,27.7,,,
C.DOMINADOR___220,220,2019,12,25,20,33.4,,,
C.DOMINADOR___220,220,2019,12,25,21,33.9,,,
C.DOMINADOR___220,220,2019,12,25,22,33.9,,,
C.DOMINADOR___220,220,2019,12,25,23,33.9,,,
C.DOMINADOR___220,220,2019,12,25,24,33.9,,,
C.DOMINADOR___220,220,2019,12,26,1,34.4,,,
C.DOMINADOR___220,220,2019,12,26,2,34.4,,,
C.DOMINADOR___220,220,2019,12,26,3,34.4,,,
C.DOMINADOR___220,220,2019,12,26,5,35.6,,,
C.DOMINADOR___220,220,2019,12,26,6,35.6,,,
C.DOMINADOR___220,220,2019,12,26,4,34.5,,,
C.DOMINADOR___220,220,2019,12,26,7,35.8,,,
C.DOMINADOR___220,220,2019,12,26,8,35.8,,,
C.DOMINADOR___220,220,2019,12,26,9,31.4,,,
C.DOMINADOR___220,220,2019,12,26,10,31.4,,,
C.DOMINADOR___220,220,2019,12,26,11,31.4,,,
C.DOMINADOR___220,220,2019,12,26,12,31.4,,,
C.DOMINADOR___220,220,2019,12,26,13,31.4,,,
C.DOMINADOR___220,220,2019,12,26,14,31.4,,,
C.DOMINADOR___220,220,2019,12,26,15,31.4,,,
C.DOMINADOR___220,220,2019,12,26,16,31.4,,,
C.DOMINADOR___220,220,2019,12,26,17,31.4,,,
C.DOMINADOR___220,220,2019,12,26,18,31.4,,,
C.DOMINADOR___220,220,2019,12,26,19,34.9,,,
C.DOMINADOR___220,220,2019,12,26,20,34.9,,,
C.DOMINADOR___220,220,2019,12,26,21,34.9,,,
C.DOMINADOR___220,220,2019,12,26,22,34.9,,,
C.DOMINADOR___220,220,2019,12,26,23,34.9,,,
C.DOMINADOR___220,220,2019,12,26,24,34.9,,,
C.DOMINADOR___220,220,2019,12,27,1,36.3,,,
C.DOMINADOR___220,220,2019,12,27,2,36.3,,,
C.DOMINADOR___220,220,2019,12,27,3,36.3,,,
C.DOMINADOR___220,220,2019,12,27,4,36.3,,,
C.DOMINADOR___220,220,2019,12,27,5,36.3,,,
C.DOMINADOR___220,220,2019,12,27,6,36.3,,,
C.DOMINADOR___220,220,2019,12,27,8,37,,,
C.DOMINADOR___220,220,2019,12,27,9,32,,,
C.DOMINADOR___220,220,2019,12,27,10,32,,,
C.DOMINADOR___220,220,2019,12,27,11,32,,,
C.DOMINADOR___220,220,2019,12,27,12,32,,,
C.DOMINADOR___220,220,2019,12,27,13,32,,,
C.DOMINADOR___220,220,2019,12,27,14,32,,,
C.DOMINADOR___220,220,2019,12,27,15,32,,,
C.DOMINADOR___220,220,2019,12,27,16,32,,,
C.DOMINADOR___220,220,2019,12,27,17,32,,,
C.DOMINADOR___220,220,2019,12,27,18,32,,,
C.DOMINADOR___220,220,2019,12,27,19,35.9,,,
C.DOMINADOR___220,220,2019,12,27,20,35.9,,,
C.DOMINADOR___220,220,2019,12,27,21,35.9,,,
C.DOMINADOR___220,220,2019,12,27,22,35.9,,,
C.DOMINADOR___220,220,2019,12,27,23,35.9,,,
C.DOMINADOR___220,220,2019,12,27,7,36.4,,,
C.DOMINADOR___220,220,2019,12,27,24,35.9,,,
C.DOMINADOR___220,220,2019,12,28,1,37.2,,,
C.DOMINADOR___220,220,2019,12,28,2,37.2,,,
C.DOMINADOR___220,220,2019,12,28,3,37.2,,,
C.DOMINADOR___220,220,2019,12,28,4,37.2,,,
C.DOMINADOR___220,220,2019,12,28,5,37.2,,,
C.DOMINADOR___220,220,2019,12,28,6,37.2,,,
C.DOMINADOR___220,220,2019,12,28,7,37.2,,,
C.DOMINADOR___220,220,2019,12,28,8,37.2,,,
C.DOMINADOR___220,220,2019,12,28,9,32.5,,,
C.DOMINADOR___220,220,2019,12,28,10,32.5,,,
C.DOMINADOR___220,220,2019,12,28,11,32.5,,,
C.DOMINADOR___220,220,2019,12,28,12,32.5,,,
C.DOMINADOR___220,220,2019,12,28,13,32.5,,,
C.DOMINADOR___220,220,2019,12,28,14,32.5,,,
C.DOMINADOR___220,220,2019,12,28,15,32.5,,,
C.DOMINADOR___220,220,2019,12,28,16,32.5,,,
C.DOMINADOR___220,220,2019,12,28,17,32.5,,,
C.DOMINADOR___220,220,2019,12,28,18,32.5,,,
C.DOMINADOR___220,220,2019,12,28,20,36.8,,,
C.DOMINADOR___220,220,2019,12,28,21,36.8,,,
C.DOMINADOR___220,220,2019,12,28,22,36.8,,,
C.DOMINADOR___220,220,2019,12,28,23,36.8,,,
C.DOMINADOR___220,220,2019,12,28,19,36.8,,,
